valor_actual,valor_optimo,iteracion,modelo
0.48,0.5690611565279621,0,Recocido
0.5690611565279621,0.5690611565279621,1,Recocido
0.46433394595389194,0.5690611565279621,2,Recocido
0.4081386052962616,0.5690611565279621,3,Recocido
0.4200452138429072,0.5690611565279621,4,Recocido
0.27830201057110526,0.5690611565279621,5,Recocido
0.30098044575645316,0.5690611565279621,6,Recocido
0.34679596092776066,0.5690611565279621,7,Recocido
0.3673478543071909,0.5690611565279621,8,Recocido
0.4102118386276348,0.5690611565279621,9,Recocido
0.44060220767875957,0.5690611565279621,10,Recocido
0.5466507945114858,0.5690611565279621,11,Recocido
0.5451481104336623,0.6063908661371412,12,Recocido
0.6063908661371412,0.6063908661371412,13,Recocido
0.5833819187176827,0.6063908661371412,14,Recocido
0.49887190538042986,0.6063908661371412,15,Recocido
0.4558967266979831,0.6063908661371412,16,Recocido
0.4280706111521835,0.6063908661371412,17,Recocido
0.44167340685790746,0.6063908661371412,18,Recocido
0.3853518150285199,0.6063908661371412,19,Recocido
0.4044546232328913,0.6063908661371412,20,Recocido
0.49836978948535976,0.6063908661371412,21,Recocido
0.49254670581857196,0.6063908661371412,22,Recocido
0.48857257923621566,0.6063908661371412,23,Recocido
0.5444912973211476,0.6476146023467371,24,Recocido
0.6476146023467371,0.6534783982794059,25,Recocido
0.6534783982794059,0.7373638921763546,26,Recocido
0.7373638921763546,0.7373638921763546,27,Recocido
0.6586594189471027,0.7373638921763546,28,Recocido
0.6733896316693453,0.7373638921763546,29,Recocido
0.7079772161708933,0.7373638921763546,30,Recocido
0.7028606462156939,0.7373638921763546,31,Recocido
0.7342955591124205,0.7373638921763546,32,Recocido
0.6818255005811653,0.7373638921763546,33,Recocido
0.6107737169685793,0.7373638921763546,34,Recocido
0.642935747779762,0.7373638921763546,35,Recocido
0.5094968143507314,0.7373638921763546,36,Recocido
0.4205140234276799,0.7373638921763546,37,Recocido
0.3149836918517483,0.7373638921763546,38,Recocido
0.2767335764665518,0.7373638921763546,39,Recocido
0.3377785345738279,0.7373638921763546,40,Recocido
0.41474184127149794,0.7373638921763546,41,Recocido
0.45371754475215453,0.7373638921763546,42,Recocido
0.43749910643517514,0.7373638921763546,43,Recocido
0.2945674701079822,0.7373638921763546,44,Recocido
0.1819990752999017,0.7373638921763546,45,Recocido
0.1547213378420527,0.7373638921763546,46,Recocido
0.21644216669743624,0.7373638921763546,47,Recocido
0.23065607801684315,0.7373638921763546,48,Recocido
0.19895204087456247,0.7373638921763546,49,Recocido
0.221918488807202,0.7373638921763546,50,Recocido
0.16566933738721962,0.7373638921763546,51,Recocido
0.2539796089606754,0.7373638921763546,52,Recocido
0.27351996567576925,0.7373638921763546,53,Recocido
0.31565738733059584,0.7373638921763546,54,Recocido
0.2503772142905861,0.7373638921763546,55,Recocido
0.18925326735189293,0.7373638921763546,56,Recocido
0.2526805280969164,0.7373638921763546,57,Recocido
0.2532211169545628,0.7373638921763546,58,Recocido
0.20708493232278002,0.7373638921763546,59,Recocido
0.27107086134681374,0.7373638921763546,60,Recocido
0.2557332629444359,0.7373638921763546,61,Recocido
0.3376480375413627,0.7373638921763546,62,Recocido
0.35774284342581497,0.7373638921763546,63,Recocido
0.45861588864218683,0.7373638921763546,64,Recocido
0.3667473582566818,0.7373638921763546,65,Recocido
0.3390130965372888,0.7373638921763546,66,Recocido
0.3567574330174326,0.7373638921763546,67,Recocido
0.3314759611956419,0.7373638921763546,68,Recocido
0.29274697091803875,0.7373638921763546,69,Recocido
0.3052219557225592,0.7373638921763546,70,Recocido
0.3010759320387289,0.7373638921763546,71,Recocido
0.41088395211857565,0.7373638921763546,72,Recocido
0.36679873134953916,0.7373638921763546,73,Recocido
0.37189099224297745,0.7373638921763546,74,Recocido
0.4598174498606744,0.7373638921763546,75,Recocido
0.4928682894659454,0.7373638921763546,76,Recocido
0.3818562507295354,0.7373638921763546,77,Recocido
0.24257199729993606,0.7373638921763546,78,Recocido
0.31182886091351314,0.7373638921763546,79,Recocido
0.2361749365275453,0.7373638921763546,80,Recocido
0.20913186487677712,0.7373638921763546,81,Recocido
0.19107576610375673,0.7373638921763546,82,Recocido
0.2771606658559403,0.7373638921763546,83,Recocido
0.32453582607016707,0.7373638921763546,84,Recocido
0.40416425105725845,0.7373638921763546,85,Recocido
0.4040979181006612,0.7373638921763546,86,Recocido
0.41905306630013134,0.7373638921763546,87,Recocido
0.4261655113972324,0.7373638921763546,88,Recocido
0.3972004966655436,0.7373638921763546,89,Recocido
0.5608269935345844,0.7373638921763546,90,Recocido
0.6641098078656842,0.7373638921763546,91,Recocido
0.5808868979742997,0.7373638921763546,92,Recocido
0.5893595920493314,0.7373638921763546,93,Recocido
0.6573301265000456,0.7373638921763546,94,Recocido
0.6278482781666743,0.7373638921763546,95,Recocido
0.4909557187542545,0.7373638921763546,96,Recocido
0.572083628614225,0.7373638921763546,97,Recocido
0.5768576367372301,0.7373638921763546,98,Recocido
0.5518946543492476,0.7373638921763546,99,Recocido
0.6673582825168288,0.7373638921763546,100,Recocido
0.6322602759864925,0.7373638921763546,101,Recocido
0.588915328770782,0.7373638921763546,102,Recocido
0.5848430732145142,0.7373638921763546,103,Recocido
0.6900911416867547,0.7373638921763546,104,Recocido
0.6681622680600642,0.7373638921763546,105,Recocido
0.7020054569819975,0.7374896929399513,106,Recocido
0.7374896929399513,0.866966800873324,107,Recocido
0.866966800873324,0.866966800873324,108,Recocido
0.7881407699176208,0.866966800873324,109,Recocido
0.7236013949625477,0.866966800873324,110,Recocido
0.7967637405661138,0.866966800873324,111,Recocido
0.814774617831377,0.866966800873324,112,Recocido
0.672238298283625,0.866966800873324,113,Recocido
0.7381237021115407,0.866966800873324,114,Recocido
0.7047556683566004,0.866966800873324,115,Recocido
0.7313415815392126,0.866966800873324,116,Recocido
0.7142467333539081,0.866966800873324,117,Recocido
0.7347979651713812,0.866966800873324,118,Recocido
0.6887100474842014,0.866966800873324,119,Recocido
0.769337801485941,0.866966800873324,120,Recocido
0.7796230468929894,0.866966800873324,121,Recocido
0.8077596529589576,0.866966800873324,122,Recocido
0.7393870777815762,0.866966800873324,123,Recocido
0.6539853656410815,0.866966800873324,124,Recocido
0.6783675328103337,0.866966800873324,125,Recocido
0.6288419519635583,0.866966800873324,126,Recocido
0.6129263771711058,0.866966800873324,127,Recocido
0.5987490814120073,0.866966800873324,128,Recocido
0.5099494610689405,0.866966800873324,129,Recocido
0.5215560281547756,0.866966800873324,130,Recocido
0.5432804619366144,0.866966800873324,131,Recocido
0.617214635545133,0.866966800873324,132,Recocido
0.6916933742673376,0.866966800873324,133,Recocido
0.6414836033484773,0.866966800873324,134,Recocido
